ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_L438P_1	TPM_L438P_2	TPM_Control_1	TPM_Control_2	TPM_Control_3	TPM_Control_4	TPM_Control_5	TPM_Control_6
ENSG00000174839	-0.174435476880928	4.27885738748854	-1.21496714098382	0.257852649428219	0.826045301265194	-6.04700059329648	DENND6A	DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]	3	57625454	57693127	protein_coding	201627	3.27888607572202	3.13754336125615	3.13121444022762	3.21239673426488	2.83028250629849	3.20017396218258	3.31953831211446	3.10720694660714
ENSG00000174840	-0.179776868099423	5.41122480008789	-1.27527917532221	0.236791662500739	0.820739647893516	-6.19423788257163	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]	3	57556274	57656480	protein_coding	201626	3.74650432468837	3.62480650764768	3.80375668524386	3.78405540045724	3.29481436946463	3.06146896585958	4.02688856552704	3.70890851359137
ENSG00000174842	-0.229494891443191	4.01558122287416	-1.48911386254236	0.173487525427129	0.820111711728151	-5.63181505139032	GLMN	glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:HGNC:14373]	1	92245788	92299009	protein_coding	11146	4.16452886088137	4.37448143501759	4.30454214411069	4.20051039552758	4.11871213310743	4.33010788186987	4.53148158787585	4.47933489150402
ENSG00000174844	-0.824876308834338	-0.739498250045296	-1.42281226630439	0.191317417031216	0.820111711728151	-4.76038456882242	DNAH12	dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]	3	57293699	57544344	protein_coding	201625	0.17095696072571	0.55989018186821	0.402854217777218	0.245887467733822	0.200695176824781	0.506637483617395	0.122811846884014	0.542916709485029
ENSG00000174851	0.15035356780057	4.80763322712328	1.07455125724892	0.31285857647826	0.837210969342411	-6.35188377327747	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]	11	66284572	66289184	protein_coding	10897	5.71781924623247	5.75735163033435	5.3632388990164	5.81391665712719	5.56777440985478	5.47312118347233	5.3021505316938	5.50030476647556
ENSG00000174871	-0.198861261813339	-0.713518538108369	-0.415997550669216	0.687974549685684	0.931259826614231	-5.59765850363508	CNIH2	cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]	11	66278175	66285301	protein_coding	254263	0.862926623779449	0.706754205424512	0.78081232988829	1.45000976189348	1.01844047256199	0.820754087301999	1.13377919055663	1.06423307873853
ENSG00000174886	-0.14523060873686	5.91351215380415	-1.13805405824197	0.286922486035999	0.833901300452682	-6.39022967715183	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]	19	5891207	5904006	protein_coding	126328	7.32511961770279	7.47654612825499	7.3930365386412	7.45066629679051	7.33011549386916	7.49682040631763	7.60409197476329	7.48530234909927
ENSG00000174891	0.126744256454563	4.97482398485794	0.789876947020521	0.451603148518399	0.87025285143753	-6.65330554410021	RSRC1	arginine and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]	3	158105675	158545734	protein_coding	51319	4.89518059791306	4.59355731168815	4.59855380821946	4.45762154075445	3.81564909869569	3.78228064588801	4.3910998240954	4.62906006476699
ENSG00000174903	-0.0701160010321029	6.99993861647773	-0.753949000939455	0.471753201969805	0.874240037636488	-6.77265851057662	RAB1B	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]	11	66268590	66277492	protein_coding	81876	6.59820679140317	6.69133247221594	6.82688190833398	6.63543533527168	6.32219213801675	6.42972133399614	6.63979843437504	6.71612488037073
ENSG00000174912	-0.0173615693340893	-0.302937181310455	-0.0457725198827749	0.964575217895344	0.992950563092532	-5.80384282028617	METTL15P1	methyltransferase like 15 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31926]	3	156713884	156714928	transcribed_processed_pseudogene	NA	1.30485561202451	0.984496023293231	1.41202435204122	1.11517177764667	0.943574813151697	1.17401836639465	0.782403532261476	0.917539452230995
ENSG00000174915	0.14319399981195	4.1498747481166	0.772282377967988	0.461397997846508	0.872490622276202	-6.47077947338141	PTDSS2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]	11	448268	491399	protein_coding	81490	3.93228496830936	3.92588247958742	3.69834718133222	3.81543268925947	3.17192687412202	4.11313312645661	4.08331158732895	3.45742303880775
ENSG00000174917	0.0404541191930514	4.64261324973042	0.237172768757708	0.818280060991679	0.965348764810568	-6.86830167572498	MICOS13	mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]	19	5678421	5680516	protein_coding	125988	5.64374027899894	5.63464748465008	5.50861049924621	5.47135146168477	5.92507093066654	5.88070822328866	5.36078087008902	5.61403801011853
ENSG00000174928	-0.17510107065829	1.10984800711309	-0.495162924358156	0.633344371428303	0.920444906030921	-5.91121234970967	C3orf33	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]	3	155762612	155806288	protein_coding	285315	1.68944498838513	1.38757539985931	1.48060584741911	1.4047587364513	2.18574668566754	1.52537334520604	1.75736211199211	1.81983778215111
ENSG00000174939	-0.88442647229017	-1.23699827474653	-1.35144585289917	0.212278119871038	0.820667422439618	-4.73709869727208	ASPHD1	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]	16	29900375	29919864	protein_coding	253982	0.273631658723208	0.255061966287599	0.443604529863701	0.250458361041932	0.822763589533849	0.531032551272714	0.519089953729729	0.589282188830107
ENSG00000174943	-0.0857636592498165	4.56849103192269	-0.724785209941507	0.488536847796678	0.876405631251742	-6.6058225218897	KCTD13	potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]	16	29905012	29926236	protein_coding	253980	4.18223033870817	4.4060004577998	4.49625838159919	4.35612331084834	4.20338120783312	4.27829028370289	4.10638458745108	4.38084862936048
ENSG00000174945	0.509118600154059	2.40096602715813	0.85147861661789	0.418445786267442	0.865379876397006	-6.02388454875627	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]	7	2679276	2775500	protein_coding	155185	1.65431683900687	2.31007715384168	2.37570257099783	1.86772688795229	0.974372185994523	1.06702323762663	2.08512888025067	0.999857166120558
ENSG00000174946	-0.740030917867413	-1.25617361180217	-0.444196098508112	0.668353592868679	0.926556729975643	-5.50307767136343	GPR171	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]	3	151197832	151203216	protein_coding	29909	0.119208745663731	1.9356618995351	3.16765642424765	2.66757812611461	0.10246867072762	0.281790816970291	0.330112042025224	1.25090459201558
ENSG00000174951	-0.544781606183467	-0.835981197134466	-1.01185081036645	0.340232614760425	0.843609167220015	-5.17727792099129	FUT1	fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012]	19	48748011	48755390	protein_coding	2523	0.168082305072216	0.622406576289187	0.375177367256847	0.740284300819791	0.283714388505833	0.315057226818918	0.506279998530897	0.501069156316003
ENSG00000174953	-0.0221089300970485	5.76128421326894	-0.151203391842879	0.883430749365792	0.979452358519049	-7.04661646109176	DHX36	DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]	3	154272546	154324487	protein_coding	170506	5.02775095103385	4.87169533104707	4.80242589092683	4.76337115082099	4.246355334419	4.69841286217215	4.62691111864652	5.25873930705763
ENSG00000174989	0.0798865310836474	4.22599221951496	0.64094703137225	0.538871132348837	0.890365743146132	-6.60542401291899	FBXW8	F-box and WD repeat domain containing 8 [Source:HGNC Symbol;Acc:HGNC:13597]	12	116910839	117032498	protein_coding	26259	3.02889637348217	3.14472969270106	3.08399655180484	2.8833093716685	2.35933590209572	2.57029096318652	2.57270149962011	2.89287300955368
ENSG00000174996	-0.193503756575075	5.11618088449582	-1.21430069849034	0.25809376333171	0.826473914168976	-6.22056636885032	KLC2	kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]	11	66257294	66267860	protein_coding	64837	3.99754036365262	4.24419004472109	4.10525558192252	3.93312928132053	4.13106731004584	4.23062650457561	4.20547407675771	4.49864570338408
ENSG00000175003	-0.351248442534124	-0.9128703817524	-0.700024822093568	0.503083273410806	0.879627004891619	-5.42997438058391	SLC22A1	solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963]	6	160121815	160159398	protein_coding	6580	1.02412957705913	0.653109558722747	0.556923758829558	1.39065282935575	0.535688698145898	0.361021557446181	0.539621392175335	0.651541751016224
ENSG00000175029	-0.566567694896853	1.87461878954934	-0.451037217381968	0.663696623825078	0.925720898130124	-6.02241628185108	CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	10	124981657	125163006	protein_coding	1488	0.54567584785412	1.16090212211935	3.15183674111644	0.669006803553353	0.618405942129047	0.686109629935979	3.66316390109988	0.36281996458347
ENSG00000175040	0.576203804336692	5.27176673537543	0.987893463853502	0.35160127450857	0.84514790179372	-6.50830773206648	CHST2	carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]	3	143119771	143124014	protein_coding	9435	4.68138421325747	3.64332483391362	3.60889769372554	4.22388517307607	4.01788290127069	4.30135600668456	3.77792484651584	2.27229497556793
ENSG00000175048	-0.430480759575051	3.85269180960305	-0.463094289795396	0.655402618250604	0.923654424434051	-6.59412764978149	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:20341]	6	157381133	157678157	protein_coding	79683	2.84829363039371	3.13602186950662	3.54409733464897	3.02758686587621	3.88461745633567	1.67132689153741	1.26788451958065	5.38217021194628
ENSG00000175054	0.0786249960270284	6.09415001594229	0.926481333352766	0.38038148516319	0.851716002028716	-6.61963772137214	ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	3	142449007	142578781	protein_coding	545	4.21600398159704	4.30893746515963	4.35447169635492	4.07643099809999	3.6222592011168	4.16064514015666	4.11503765561477	4.44169899128809
ENSG00000175063	-0.462015476251598	5.55965507832634	-2.36719190957378	0.044392007263252	0.820111711728151	-4.64044450650049	UBE2C	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]	20	45812576	45816957	protein_coding	11065	6.4098909724373	6.48584854450754	6.88570684122823	6.64507083149133	6.30869624635566	6.68209250147801	7.58043940661102	6.91468153442321
ENSG00000175066	0.0207609687441224	4.83492797227666	0.130854226027167	0.899011077664576	0.982670672345381	-6.93859538842621	GK5	glycerol kinase 5 [Source:HGNC Symbol;Acc:HGNC:28635]	3	142157527	142225592	protein_coding	256356	3.94760968208051	3.36123173987118	3.45159279020344	3.35542918926596	3.44970807966561	3.57575172901011	2.90679575933751	3.60435805454148
ENSG00000175073	0.154340507343545	5.39791784745175	1.04029611816934	0.327594012469267	0.840028483854423	-6.47166654973325	VCPIP1	valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]	8	66628487	66667231	protein_coding	80124	3.28096922678444	3.08172513550868	3.05221397923349	3.19401264547082	2.36102352322193	2.84478012052009	2.80530112412856	2.75704416116562
ENSG00000175087	0.147620376091127	3.71711012302439	0.701523455461897	0.502195155124924	0.879328399697829	-6.42360434336112	PDIK1L	PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]	1	26111157	26125555	protein_coding	149420	3.03719928159382	2.68411943314394	2.49229545498402	2.80554402812229	2.64418324052132	1.9865248900064	2.63913883661894	2.67996285005186
ENSG00000175104	0.00069030568089179	4.23901429178852	0.00410578546833969	0.996821171059895	0.998783260647023	-6.81260925118417	TRAF6	TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036]	11	36483769	36510292	protein_coding	7189	2.89921102055482	2.63411902938522	2.92049396761248	2.53681334831126	2.69383706476752	2.72171431570592	2.38450907452059	2.88713569048485
ENSG00000175105	0.103524845943892	5.71349468339844	0.661478067801262	0.526263446314263	0.884497629771329	-6.82396630525943	ZNF654	zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]	3	88058723	88144662	protein_coding	55279	4.27347366750242	4.1823243474744	4.0841596190158	4.3437366908533	3.24923643100073	3.79837552533442	3.87107479467631	4.18857784805182
ENSG00000175106	0.31233234357183	2.56415319154447	0.782500317659709	0.45569259089835	0.871025209318971	-6.0886030696645	TVP23C	trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]	17	15502264	15563595	protein_coding	201158	4.32096809481473	3.51978292069383	3.13343743236669	4.21028887298674	2.84470681877922	3.27894939435739	2.47250752715146	3.71792105050674
ENSG00000175110	-0.287961261794172	5.0654613369754	-2.54038551010255	0.0337424157534094	0.820111711728151	-4.32064724764668	MRPS22	mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]	3	139005806	139360497	protein_coding	56945	5.23155517515915	5.37156510033791	5.55816154063201	5.45156189964033	5.12472664100852	5.03408565206713	5.6258476273042	5.55641485353706
ENSG00000175115	0.100551046250523	7.40779283569822	0.999209948213084	0.345967087178865	0.844072708559419	-6.54341576743332	PACS1	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]	11	66070272	66244744	protein_coding	55690	6.130522542526	6.00629272712603	6.11014995981462	5.94702140481987	5.52635206304221	6.10026015733108	5.69623510482688	5.77594157043277
ENSG00000175130	0.179159804673228	7.74510086486823	0.818073029338926	0.436200423462851	0.866161988920807	-6.69272731636732	MARCKSL1	MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	1	32333827	32336233	protein_coding	65108	8.00516095420167	7.96209529848702	8.26299926789191	7.63903447385401	6.661259175699	7.99626559008483	7.51354671683788	7.74652689721923
ENSG00000175137	0.0900103145023241	4.58903019401083	0.755123291029529	0.471085387313252	0.873998958653184	-6.60680082001774	SH3BP5L	SH3 binding domain protein 5 like [Source:HGNC Symbol;Acc:HGNC:29360]	1	248810446	248826522	protein_coding	80851	3.61892248133394	3.71508396069939	3.75808748172479	3.6790289510152	3.02781843724833	3.53458172077263	3.48117582666226	3.51645721989695
ENSG00000175155	-0.52350219441379	2.88046244204651	-1.16426138181208	0.276733011990789	0.831671904299455	-5.69661494629812	YPEL2	yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]	17	59331655	59401729	protein_coding	388403	1.25059297242214	1.71291223627394	2.20310622667939	1.75209516374086	1.53462392469006	2.22006089502963	0.852669274737103	1.50738060658563
ENSG00000175166	-0.0892001705906944	7.36286059990331	-0.509862138838331	0.623444450062887	0.917659715370741	-6.9295014909016	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]	3	184299157	184309054	protein_coding	5708	6.50177527305234	6.78252467833296	6.93369431331539	6.75989507885501	6.80352082903577	6.47824615075004	7.22492800191754	7.01965783018519
ENSG00000175175	-0.167282912042811	-1.4795935253774	-0.31696741273238	0.759105337646969	0.949239299149736	-5.49408013224149	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]	17	58755854	58985179	protein_coding	22843	0.136171695137647	0.0786931697870845	0.107103978516594	0.0919177873162061	0.185961664925506	0.0631121882480079	0.0789786584387493	0.141619819051349
ENSG00000175182	0.317223022517328	2.51173213967347	1.47863556081195	0.176203883608701	0.820111711728151	-5.32133307473254	FAM131A	family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]	3	184335926	184348421	protein_coding	131408	2.11506088434543	2.42193608717866	2.09377379278948	2.07782679623117	1.61372447083993	2.35919306899206	1.93698838300274	2.01461559738467
ENSG00000175183	0.0662384438321123	0.915821894646986	0.15742773533889	0.878675442792799	0.978499242057654	-6.03685090943906	CSRP2	cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]	12	76858703	76879638	protein_coding	1466	1.3510374493718	2.19602940984202	2.21323217263143	2.61901595070474	1.17308200866447	1.37539203159221	1.68431112474976	1.12355562311521
ENSG00000175189	-0.364569571168523	-0.469469877560619	-0.847490256582624	0.420518635064457	0.865379876397006	-5.39722509517396	INHBC	inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]	12	57434784	57452062	protein_coding	3626	0.507919435848952	0.264201314522883	0.396583684288255	0.607579826624868	0.305768617075655	0.387349305040961	0.382894082454683	0.376403749371396
ENSG00000175193	-0.011927280043837	5.22295984494446	-0.142416065524517	0.890152609519848	0.98127583595589	-6.99477565131156	PARL	presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]	3	183829271	183884933	protein_coding	55486	5.49340751594465	5.64571828590069	5.74555555598725	5.6212465562835	5.30182436963285	5.51765465013157	5.41140383903409	5.47173955309229
ENSG00000175197	0.413670382106049	4.64848088637965	1.55301950938203	0.157713105363547	0.820111711728151	-5.77936533149672	DDIT3	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]	12	57516588	57521737	protein_coding	1649	5.58786960589119	5.79861065604454	5.35657606086839	5.77331402108861	4.73386759924952	5.2071826882428	4.50569603843824	4.75862863169679
ENSG00000175198	0.102086668935341	3.7117365412522	0.657638741143	0.528607417124761	0.885448884973515	-6.44021880111963	PCCA	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]	13	100089015	100530437	protein_coding	5095	3.4304787792048	3.4295297346544	3.54396548712352	3.19308886382532	3.51747412887988	3.49741539460276	3.03138425603193	3.40357204707624
ENSG00000175203	0.0535894291939787	6.556613777856	0.523384059364534	0.614408301301832	0.91581334956873	-6.92988160951781	DCTN2	dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712]	12	57529633	57547242	protein_coding	10540	6.75962922700689	6.51737140245581	6.37148078421324	6.55293778645009	6.08980807156072	6.3833626875041	6.45400107429015	6.45059922993254
ENSG00000175206	-0.0587711966965968	-0.625364107196365	-0.111336079897516	0.913998881767261	0.985756390584592	-5.69608980123585	NPPA	natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]	1	11845709	11848345	protein_coding	4878	0.778039480947567	1.3888678714878	0.80188954680251	0.936271954459822	0.900710336502226	1.48338551595763	1.50201177824583	1.34485178440661
ENSG00000175213	0.123307529040714	3.42319579732684	0.758196147956904	0.469340801865826	0.873628811622014	-6.27658569149726	ZNF408	zinc finger protein 408 [Source:HGNC Symbol;Acc:HGNC:20041]	11	46701016	46705912	protein_coding	79797	3.30188332488969	3.14344305334099	3.02486165195678	2.85079942312548	3.12711949637787	2.96672816779424	2.78524210216337	3.17202835948012
ENSG00000175215	0.188410291606909	6.85437021706726	1.12472175169626	0.29222057259066	0.833901300452682	-6.42448757078619	CTDSP2	CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]	12	57819927	57846729	protein_coding	10106	5.86149117626788	5.41754825132309	5.38997812082169	5.52321748717673	5.14323838105775	5.30738287555877	5.48791474661324	4.89051926337659
ENSG00000175216	0.0210378738622952	7.57006940583079	0.156336527974808	0.879508738599077	0.978499242057654	-7.04944358603092	CKAP5	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	11	46743048	46846308	protein_coding	9793	5.84491529221728	5.74183446278714	5.81148801086833	5.85897288002936	5.09247347813282	5.60348807699524	6.1276433282104	5.79077042212604
ENSG00000175220	-0.015572905747729	6.05813678198333	-0.121167491277719	0.906444477645327	0.984720151303761	-7.0626569744599	ARHGAP1	Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]	11	46677075	46700977	protein_coding	392	4.88398975107189	4.91534373189437	5.00053072397597	4.73284551106366	4.84114775991103	4.62702205462245	4.71628632516254	4.94618581703607
ENSG00000175221	0.154668968971046	5.17040771921125	0.820874827200775	0.434689730341696	0.865379876397006	-6.65025023631539	MED16	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	19	867630	893218	protein_coding	10025	4.68008868990442	4.78730112397405	4.48676784570515	4.79301173993932	4.01955914994742	4.44520678398567	4.53056102785349	4.07352395349733
ENSG00000175224	0.137298181977303	5.93640645686844	0.994576942267607	0.348087076077452	0.844072708559419	-6.54990946032088	ATG13	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]	11	46617251	46674818	protein_coding	9776	5.3170525010867	5.00379348902807	5.00663289317599	5.26839157322509	4.86124788316522	5.0624102825116	4.67075486590259	4.85898580558901
ENSG00000175262	0.379605374213168	0.296339844583649	0.417860688488273	0.686674742094068	0.93110954689135	-5.8591846626639	CIROZ	ciliated left-right organizer protein containing ZP-N domains [Source:HGNC Symbol;Acc:HGNC:26730]	1	10946471	10982076	protein_coding	148345	0.615052752580851	1.25960031447845	0.618576028210214	1.41097546870143	0.126748243391886	2.11248696506384	0.851692681527112	0.232320609012705
ENSG00000175265	-0.796972755889035	9.67310828944979	-2.49048712061482	0.0365418336081537	0.820111711728151	-4.41217286479714	GOLGA8A	golgin A8 family member A [Source:HGNC Symbol;Acc:HGNC:31972]	15	34378935	34437851	protein_coding	23015	7.47159082035968	7.49369926954954	7.4595465378356	8.29297501877353	8.59606324450919	8.84567319572714	7.8002890901171	8.33960656318078
ENSG00000175274	-1.09197242468021	-1.11384150562382	-0.974636795419477	0.357323363359555	0.847001880707804	-5.10936696102008	TP53I11	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]	11	44885903	44951306	protein_coding	9537	0.0798866557545422	0.431984457272725	0.828223735243871	0.584682590731077	0.222444769606762	0.207236932084279	0.632883323978946	0.0718628720409354
ENSG00000175279	-0.371764017352768	2.84920495904467	-1.52623385941814	0.16416163314381	0.820111711728151	-5.26489953375432	CENPS	centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]	1	10430433	10442808	protein_coding	378708	3.30920209520768	3.69205498207344	3.58874137578071	3.70897801792968	3.28112654773894	3.36682016411692	4.20249984549535	3.93046826167213
ENSG00000175283	-0.221804567902216	2.96076288040587	-1.25784781738415	0.242725728336978	0.822989689512482	-5.63482896924199	DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	9	128945530	128947603	protein_coding	22845	2.62772542372195	2.65890906424684	2.7761709612665	2.81690602912682	2.76329895912168	2.51741025447151	2.68494191107839	2.84836955464221
ENSG00000175305	-0.932981326922033	3.11942382064464	-2.46199958118208	0.038200559223249	0.820111711728151	-3.90630817989504	CCNE2	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]	8	94879641	94896678	protein_coding	9134	2.42577912221685	2.86920477049315	3.06156366517819	3.48499227866348	3.84738072416648	2.80748640741373	4.39398373468247	3.30023225216458
ENSG00000175309	-0.106442211522118	5.98238770050141	-0.539757146264592	0.603559438912373	0.911318179338105	-6.90863244786296	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]	5	178207144	178233208	protein_coding	85007	6.10702138944834	6.34456396682306	6.23695604320848	6.30116719556638	5.30819728407739	6.71954357634023	5.65498332181936	6.27724313045263
ENSG00000175322	-0.258020982158908	4.11909500071048	-1.41366825344502	0.193898440380547	0.820111711728151	-5.75484443257191	ZNF519	zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574]	18	14057457	14132490	protein_coding	162655	3.76959742069602	3.45855183107623	3.56030005886618	3.63652822499537	3.39922661257967	3.63734187488758	3.98091149005547	3.72608265205249
ENSG00000175324	-0.00879194224867685	4.61283022548033	-0.0624472381599988	0.951686408426268	0.991206955506212	-6.90239318830138	LSM1	LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]	8	38163335	38176730	protein_coding	27257	5.51818550114446	5.54618701100389	5.71037715601352	5.40652942541982	5.13648561388942	4.87838576309365	5.55680273269746	5.44570346592168
ENSG00000175329	3.60651916838617	-0.907752910220205	3.10695080809209	0.0139669664551963	0.820111711728151	-2.67905168846302	ISX	intestine specific homeobox [Source:HGNC Symbol;Acc:HGNC:28084]	22	35066136	35087392	protein_coding	91464	0.497797304841562	2.06780183681589	0.0429650562855935	0.0420265075500088	0.0464267992887875	0.443474044734321	0.384714067427016	0.439019871842143
ENSG00000175334	-0.2815286331844	6.44713111958477	-1.98400856368995	0.0812857272908996	0.820111711728151	-5.28721205519908	BANF1	barrier to autointegration nuclear assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]	11	66002228	66004170	protein_coding	8815	7.25832469616677	7.37762532476311	7.63457023247599	7.33708270156065	7.25199004580576	7.2985939774818	7.9400399627983	7.6159900211258
ENSG00000175348	0.0151137850593166	4.99012194277448	0.117442405732649	0.909305673064212	0.984820782768929	-6.96566693863704	TMEM9B	TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]	11	8947202	8965011	protein_coding	56674	5.10937919897062	5.1071763080897	5.27587091544861	4.97387655640977	4.81730951396663	4.91489416269581	4.75127078475988	4.74757280037075
ENSG00000175352	-0.0635665652007118	-1.83517071819371	-0.0810109535457359	0.937355338996171	0.989164190087173	-5.44373292238747	NRIP3	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]	11	8965682	9005288	protein_coding	56675	0.0501826498217054	0.243860371596455	0.173456240908912	0.0565571711969726	0.202971810667824	0.140734163821111	0.252926664314304	0.110635852886167
ENSG00000175354	0.170090320681005	5.75704512671527	0.957675783482279	0.365323125303141	0.848926539603224	-6.57696256548027	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	18	12785478	12929643	protein_coding	5771	6.0587586104069	5.66019372603275	5.58387926135423	5.75747780523149	4.73330140466673	5.79907828920182	5.72180493836388	5.206618611071
ENSG00000175356	1.47774724792547	-2.29684842558998	1.7088944774351	0.124531086642189	0.820111711728151	-4.37414424147372	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]	11	9019476	9138114	protein_coding	57758	0.669815948793997	0.496497119059713	0.17688442066121	0.479545146197189	0.409665734883608	0	0.134734828873736	0.206800736680131
ENSG00000175376	-0.0927075144190761	4.86918413933546	-0.840113883204831	0.424413513657298	0.865379876397006	-6.57154073947366	EIF1AD	eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]	11	65996545	66002472	protein_coding	84285	4.72892345939282	4.67896243803875	4.69820008318963	4.75495317000986	3.85536954392554	4.33391399497917	4.92706419954826	4.74288024297079
ENSG00000175387	0.21123192485733	6.66110066686657	2.22363649580925	0.0557231075107825	0.820111711728151	-4.92636845778533	SMAD2	SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]	18	47808957	47931569	protein_coding	4087	6.6316605704147	6.44884042472296	6.19944389022006	6.26609620523856	5.55277276804497	5.92990414165763	6.01897584803125	6.11682218086584
ENSG00000175390	-0.153441130426923	7.51987774070699	-0.951111079436526	0.368454873709124	0.849355470334888	-6.59160409131098	EIF3F	eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	11	7970251	8001862	protein_coding	8665	7.68996110362764	7.84147665436566	7.85770678238952	7.72889831796269	7.91127016111112	8.0624370456652	7.52922764112069	7.71800338089845
ENSG00000175395	0.291800483778501	3.42496020043569	1.30441056863761	0.227146876717078	0.820739647893516	-5.7837247023933	ZNF25	zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043]	10	37949573	37976647	protein_coding	219749	2.84376461008109	2.61554389291141	2.23778059573559	2.47441890993007	2.09704405673395	2.08478883291032	1.70477371623404	2.50330827807264
