JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENSG00000111445	3792.525	4133.9	3773.144	3117.201	4258.975	4483.745	5384.787	6767.174	4753.882	4487.053	4683.891	4482.297	3712.311	3849.62	4439.177	3379.433	3731.578	3409.974	3597.558	3476.824	4450.008
ENSG00000111450	4050.906	4357.091	3089.042	3415.88	3691.386	4185.394	4012.095	6563.453	4538.391	4473.708	3900.047	3818.166	4015.854	5679.676	3867.15	3598.615	3424.986	4179.178	4341.273	3298.516	3924.47
ENSG00000111452	350.899	211.999	93	285.001	111.001	328	41.001	150.999	227	19.001	265.999	114	47	35	9	37.001	22	23	20	15	12
ENSG00000111481	11716.096	9639.172	6982.522	10021.569	8374.577	9903.032	8549.248	11643.998	9080.117	8312.723	9171.877	7862.524	10367.436	8681.648	8091.915	7106.445	7519.041	8586.671	8000.238	7310.974	8574.55
ENSG00000111490	260.093	329	351.001	159	191	163	129	277.999	263.005	108	190.001	282	99.999	87	109.999	214	262	182	104	83	113
ENSG00000111530	22734.361	22843.235	19490.702	17659.418	21310.269	21965.16	26990.137	32094.016	24358.735	17369.256	23051.693	23072.24	19517.13	17409.799	17660.354	20214.043	20782.25	20043.891	18576.482	16085.771	20556.023
ENSG00000111536	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111540	12672.208	10857.427	8033.788	11281.373	9344.594	10146.308	9166.477	13427.163	9743.142	9550.615	12414.67	8128.9	9480.117	8658.84	6745.161	7780.866	8685.149	7933.989	9165.698	7040.189	9275.189
ENSG00000111554	1249.734	1041.676	886	917.961	1341.148	939.172	1557.041	1759.331	1188.017	1338.114	1583.591	1052	1292.999	1293.235	901.999	818.051	966	779.999	1069.001	835.165	1173.016
ENSG00000111581	12153.758	12926.348	11172.426	9874.72	14231.046	12231.439	15697.891	20037.947	13508.366	14252.381	14644.471	13314.665	12649.73	13708.889	13577.203	12105.319	10853.797	11452.319	12041.916	10989.288	14230.638
ENSG00000111596	7780.209	7174	6608.626	6155.989	7670.816	8778.881	9209.325	12894.077	9480.34	8384.409	8318.015	7480.454	8395.832	7847.585	7208.496	7197.389	7068.235	7570.886	7558.24	7017.86	8346.324
ENSG00000111602	15828.868	14455.915	12194.134	12631.64	14037.373	17565.887	15692.769	20341.908	16381.068	11061.307	17319.966	14577.206	9430.604	7973.927	8700.91	9037.196	10968.6	10094.291	9473.117	9409.64	10490.254
ENSG00000111605	13165.472	18333.474	17485.442	11103.702	19450.189	28542.136	23805	33507.053	25852.349	17790.145	21775.604	21101.411	18810.931	22266.978	22824.074	19693.939	19799.668	21401.856	20807.187	22482.305	21706.754
ENSG00000111615	5709.01	6558.878	5971.879	4393.771	6105.222	5669.573	6096.587	8486.511	6600.754	5369.285	5960.369	6363.36	4992.7	5638.659	5962.724	5362.753	5623.832	6159.681	5352.577	4945.213	5066.093
ENSG00000111639	7728.673	7785.586	6557.432	6843.474	7039.901	7613.754	8606.293	11627.77	8904.12	7784.456	6950.157	7031.26	7924.709	6967.158	7074.327	5807.557	6812.59	7193.055	6019.951	5494.466	7045.852
ENSG00000111640	384469.652	358840.7	372730.932	323226.422	371614.838	347971.701	451948.733	559271.599	425857.649	398394.409	381418.619	402839.83	343859.987	295763.729	371256.306	311616.457	344295.448	341741.538	324389.519	306751.275	330421.343
ENSG00000111641	5356.362	6263.927	7435.261	4597.83	6343.085	6456.892	7475.613	10359.906	7361.462	5591.059	5721.416	8017.292	4282.22	4769.375	5900.559	5746.923	5875.382	6581.316	3585.897	4578.496	5204.418
ENSG00000111642	39504.361	40634.676	39824.806	29385.955	39928.081	35539.912	37734.476	52493.045	38988.983	28864.732	49487.646	40575.805	31477.448	30493.471	35560.712	35960.414	34186.403	34490.271	31142.011	28685.498	36722.479
ENSG00000111644	115	148.041	32.999	90	107	254.064	78	226.135	120	105	352.999	114	101	248.001	54	31	44	68.157	173.999	121	122
ENSG00000111647	3249.849	3622.163	2503	2793.838	2943.039	3268.937	3156.637	5128.874	3325.259	2443.907	4413.067	3093.263	2391.999	2739.487	2752.301	2660.068	2969.141	3033.407	2595.687	2327.213	2945.032
ENSG00000111652	3582.138	4168.9	3276	2714.001	3647.009	3436.638	4794.317	6019.449	4671.166	4321.305	3736.644	4209.701	4154.078	3929.486	3595.408	3636.982	4248.263	4530.18	2949.986	3109.737	3680.924
ENSG00000111653	1826.289	1461.018	1052.001	1642.399	1654.776	2405.065	1755.313	2728.874	1821.985	1599.716	1594.823	1422.534	1854.246	1609.418	986.068	1055.089	1316.79	1170	1471.379	1153.698	1396.499
ENSG00000111664	371	364.053	591.028	317.08	496.144	413.048	339.73	535.001	301	327.055	809.279	366.046	325.999	383.112	154	137.999	192.001	144	362.001	229.001	307.001
ENSG00000111665	3877.316	3703.559	3811.536	3318.44	4076.716	3291.489	5121.063	6906.387	4253.091	5874.812	3070.637	4373.076	4245.57	5144	4183.48	3821.39	3489.864	4430.65	3624.254	3540.431	4595.87
ENSG00000111666	2779.71	3007.054	2091.897	2157	2450.356	2085.414	2500.837	3680.853	2799.159	2083.557	1985.639	2404.618	2040.119	1680	1661.822	1839.833	1915.736	2189.57	1775.076	1778.785	2407.777
ENSG00000111667	13970.397	13887.718	12178.967	10629.633	13276.676	12991.215	14213.765	17128.582	13093.251	10752.042	13309.552	12930.949	11469.843	10479.002	10587.296	9927.041	11504.1	11108.699	10759.39	9734.704	12132.727
ENSG00000111669	48552.898	50494.936	47560.135	37741.527	47106.336	50704.669	58337.805	73803.759	57818.113	65495.638	64404.795	53708.76	56950.683	58906.947	65207.379	53621.324	60980.031	58056.689	68822.113	54163.31	52160.766
ENSG00000111670	4831.361	5266.81	4378.551	3388.048	4470.057	4625.106	4535.759	7048.153	5388.472	3542.196	8164.121	5350.133	3619.112	5296.368	4791.913	4688.842	4982.893	4801.434	3648.507	3314.704	4075.731
ENSG00000111671	243	510	492	170	424	559	789	767.278	629.366	1107.916	1202.455	662.159	363.01	699.841	694.045	373	559.721	687.963	758.339	821.389	882.627
ENSG00000111674	7973.122	7994.073	6064.371	7072.1	7371.509	11279.338	7208.451	10428.296	8168.837	10976.119	18908.27	6986.004	8358.25	11557.825	7108.354	5291.135	6682.696	4884.738	9387.354	6532.692	7198.09
ENSG00000111676	10401.408	12846.523	20367.108	9878.903	14551.384	13889.558	18499.303	25113.306	17555.265	13384.334	23722.097	14412.904	9342.281	10457.978	9421.719	10525.801	10773.24	8678.655	8168.878	7782.113	8542.053
ENSG00000111678	4292.437	4086.785	4076.827	3965.04	3426.607	4920.914	4488.75	4756.79	4403.325	3741.158	3926.093	3434.037	3210.571	2533.07	2250.991	2216.561	3177.754	2520.242	2505.962	2012.143	2400.081
ENSG00000111679	1998.212	1831.144	1323.998	1723.224	2333.061	1901.157	2296.279	3020.422	2459.456	2053.265	1981.992	1672.035	1689	1826.951	1499.603	1409.66	1927.183	1883.217	1302	1239.517	1601.545
ENSG00000111684	4499.172	4797.95	5338.983	3194.202	4840.499	2872.777	5435.367	6797.653	5390.069	3883.195	5652.903	5608.593	3302.284	3103.786	3699.272	4289.171	5500.611	4986.662	2853.82	3318.577	3701.789
ENSG00000111696	1487.043	1681.037	1278.053	1190.187	1556	1694.005	2056.246	2946.195	2661.023	1530.033	2143.297	2159.001	1418.999	1300	986.883	1290.069	1238.57	1211.001	1336.11	1070	1271.999
ENSG00000111700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000111701	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000111704	15983.087	16410.467	15663.461	12907.386	13501.843	9891.773	10220.408	8827.339	11445.202	22176.723	3628.37	7215.495	37652.232	26727.862	23198.173	21189.846	21431.233	19088.012	31819.23	19802.459	29132.381
ENSG00000111707	12082.664	10311.473	8706.176	9470.155	11169.73	9716.177	12276.882	15771.418	12036.739	10904.054	9547.794	10526.141	11274.561	12181.588	8597.181	9688.169	11321.525	8933.99	12289.15	9713.634	11328.437
ENSG00000111711	8974.945	7302.201	4801	7172.455	5825.331	6527.544	4967.076	6756.797	5753.985	4517.743	5859.016	4586.1	6503.814	5045.368	4278.444	4742.549	4468.392	4883.546	4328.888	3667.006	4233.794
ENSG00000111713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111716	126771.555	121555.355	103233.43	104676.161	106036.36	133461.194	135830.408	179619.937	131811.393	102514.491	125920.413	122194.608	105136.406	82443.341	93267.713	90846.064	98291.892	101444.644	93212.069	90036.096	106862.452
ENSG00000111725	3370.517	3595.27	2980.001	3010.345	3318.031	4186.258	2906.299	3935.5	3364.233	2354.174	3199.884	2897.362	2287.809	2325.098	2887.058	2546.015	2952.405	3712.107	2471.001	2740.3	2548.755
ENSG00000111726	9251.647	8609.514	5932.482	7664.969	9394.871	9763.645	11359.206	13468.418	9622.444	10414.586	6892.706	8152.596	9750.268	7704.563	7616.109	5754.193	6409.813	7002.793	8694.555	7059.516	8359.792
ENSG00000111727	135.001	158	103	82	143	108	193	230.004	138	189.999	247.001	133	159	169.001	160	144	174	117.001	171.118	100	106
ENSG00000111728	229	254	150	189	203.999	325	84	219	224.999	41	145.999	176	20	15.001	10	67	51	56	23.001	10	19
ENSG00000111729	73	18	16	43.066	36	33	29	58.041	23	33	25	10	20	29	15.999	14	11	7	12	16	20
ENSG00000111731	5655.565	5474.504	5143.347	4301.595	5226.368	5469.522	6888.622	8995.575	6273.85	7792.444	5585.08	6232.562	12643.013	12435.29	9740.02	7432.228	7948.143	7771.972	8992.498	7344.926	9832.945
ENSG00000111732	3	6	7	2	15	3	3	0	9	0	1	4	4	3	7	13	25	26	4	2	2
ENSG00000111737	3551.197	4588.436	5079.899	2847.016	4224.375	4488.796	5113.242	6367.701	4873.276	3915.004	4337.407	4959.406	3666.21	3913.784	4927.833	4543.867	4901.338	4974.772	3221.998	3421.267	4246.406
ENSG00000111752	110174.665	96588.888	88030.08	98772.663	108997.954	100458.468	108606.776	200437.478	149001.085	91851.926	98256.559	117905.878	76449.82	101722.866	69547.594	88737.924	108341.508	84531.43	87596.253	74559.787	73167.625
ENSG00000111775	15238.36	14021.879	12672.234	13825.582	13409.144	15394.404	12952.63	21159.039	17189.349	20431.995	11657.55	13444.023	19738.387	16800.372	13982.048	11424.228	15241.727	15399.322	13897.131	12710.482	15530.128
ENSG00000111780	3.881	4.361	8.271	5.274	4.53	1.315	31.028	26.271	1.46	7.621	7.964	9.199	5.351	0	9.613	11.273	4.942	1.509	1.653	1.552	7.297
ENSG00000111783	7	4	6	4	4	68	2	16	7	26	7	10	23	5	26	12	22	9	7	4	15
ENSG00000111785	1783.093	1792.341	1887.999	1521.726	1935.155	2095.294	2176.37	2383.451	1930.791	1535.477	2093.579	1827.375	1602.303	1775.001	1701.347	1983.975	1958.226	1609.288	1618.13	1266.191	1645.735
ENSG00000111786	13980.937	14341.672	12881.929	11640.685	13388.353	13460.73	18516.163	20186.897	15606.507	16076.07	13268.539	15360.423	13646.524	11286.311	13983.69	13158.353	14921.892	14802.249	9418.302	12027.584	14605.501
ENSG00000111788	693.581	942.361	1268.05	627.845	968.239	784.871	738.866	1429.121	1079.66	721.88	1101.626	885.876	575.386	657.775	589.166	1017.42	1087.881	845.914	926.274	776.578	827.544
ENSG00000111790	3670.985	3423.556	2546	2900.06	3324.428	3346.295	3623.68	5341.828	3823.072	3419.237	3217.512	2876.046	3384.181	3469.828	2603.148	2788.527	2791.71	2544.78	3100.689	2337.864	2888.754
ENSG00000111796	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000111799	753.002	3773.45	3904.068	368	1294.999	475.01	197	1109.001	1206.001	169	767.006	2331.867	87	131	316.023	3991.623	4608.435	2454.145	118	232	199
ENSG00000111801	302	295.199	90	243.895	287.012	645.27	155.411	431.354	364.295	160.704	379.354	145.484	150.632	201.997	61	117.304	117.485	118.918	259.303	162.263	223.993
ENSG00000111802	6661.751	6603.281	5944.091	5426.435	5779.44	5871.473	6126.992	8188.041	6503.076	4413.675	5412.555	5854.776	6328.799	6170.157	6282.309	6280.843	6778.38	7401.218	4204.376	4256.771	4599.089
ENSG00000111816	34	65	32	32	84	69	90	162	105	57	146	87	72.548	111	70	44	39	72	93	66	93
ENSG00000111817	6496.589	7785.127	7224.065	5182.716	6057.541	6440.939	7813.168	12255.589	9305.404	7202.594	7442.396	9904.68	8863.894	7714.368	7382.018	9829.845	12107.024	9309.435	8196.797	7684.122	8085.036
ENSG00000111832	3854.405	4150.166	3300	3304.284	4040.482	3271.002	4551.08	6473.248	4784.24	4041.069	3712.292	3820.508	4096.002	3974.112	3986.377	3719.54	4063.51	4487.077	3062.528	3073.782	3696.006
ENSG00000111834	24	78	120	24	78	82	66	70	49	24	114	76	15	18	26	29	45	28	20	27	33
ENSG00000111837	19	26.015	24	26	31	34	21	35	30	17	84.999	27	4	20	8	16	24	18	17	9	7
ENSG00000111843	8487.207	8214.66	6709.685	7031.943	8277.455	8133.985	9949.981	11756.517	9246.94	8327.195	7652.835	7642.775	7446.733	6902.451	6154.991	6380.813	6777.341	7402.247	6062.964	5666.599	6630.339
ENSG00000111845	3978.469	5333.486	5730.734	3218.226	5852.488	3868.196	8625.784	11135.665	7219.116	6986.717	5033.425	7275.345	5610.004	6407.97	8185.811	6498.081	5817.473	7738.569	4304.072	5109.128	6659.792
ENSG00000111846	5341.485	3739.264	2359.698	4126.183	4282.335	4613.008	4076.857	6104.363	4052.012	3191.542	4069.537	3282.369	4083.477	6282.483	3945.802	4461.777	5371.735	4866.388	5706.774	3380.204	4398.328
ENSG00000111850	1162.06	1186.005	687.999	967.986	827.335	1149.001	551.732	928.311	781.962	459.461	702	513.943	785.582	700.166	370.947	540.882	532.066	574.48	571.003	475.141	512.001
ENSG00000111859	1788.087	1900	1331	1174	744	1169.12	565	1487.01	1529.175	929.052	744.293	1223.193	1895.126	929.001	1393.067	1959.755	1319.212	2194.565	1474	1252.468	1275.045
ENSG00000111860	1537.053	1328.062	690.002	1327.041	933	989.999	869.392	1630	1316.012	686.011	755.999	930.002	710.003	1257.085	884.178	1179.039	1169.01	1366.468	802	563.028	762
ENSG00000111863	13	27.999	20	6	8	22.999	31	13	13	31	9	19	45	20	25	39	21	29.999	34	23	16
ENSG00000111875	4281.193	4523.082	3912.298	3560.683	3744.933	3584.061	4835.896	5966.001	5020.019	3959.996	3949.915	4391.551	4450.111	3673.142	3294.401	3756.429	3471.976	4202.724	2919.585	2892.982	3278.686
ENSG00000111877	1137.104	1486	1352.687	909.216	1236.076	1832.332	1408.262	1940.164	1366.324	1119.912	1258.066	1550.985	1212	1111	1335.141	964.038	1065	1241	1095.127	1170.641	1242.519
ENSG00000111879	3184.651	2281.802	1011.164	2852.206	1824.235	2692.715	1673.047	2773.017	2093.518	1077.158	2648.932	1567.091	1659.013	900	507	571.001	440	532.001	1247.352	946	1146
ENSG00000111880	5939.625	5327.536	3696.176	4587.088	5017.813	4089.328	4637.301	6854.352	4810.492	3576.294	4969.667	3961.142	4313.878	4155	3215.314	4185.575	3597.417	3785.183	4074.542	2952.596	3983.105
ENSG00000111885	1483.336	1152	553	1103.018	881.002	989.355	890	1772.087	1424.305	1928.12	886.02	895.009	1379	1130	525	1332.887	1233.204	1238.521	1336	833.087	1206.006
ENSG00000111886	5	1	2	3	1	5	6	12	5	1	3	4	0	1	6	5	3	6	0	0	2
ENSG00000111897	8660.209	7424.769	7133.379	7300.937	6457.105	8157.545	6462.297	8598.445	5896.281	5261.81	7866.801	6005.247	5539.573	6025.398	6230.995	5746.742	6377.093	6369.352	5635.232	5037.527	5144.814
ENSG00000111906	7957.279	8134.209	5638	6860.704	7283.225	7869.021	8658.487	11263.435	8349.388	6422.073	6423.407	6721.304	4849.608	3830.614	3587.825	3891.184	3673.766	4636.696	4344.219	4189.226	5341.354
ENSG00000111907	1668.581	1150.619	539.207	1609.174	1101.025	1428.85	756.008	1699.34	1213	1233.512	940.68	806	1835.001	1243.137	818.142	634.126	797.622	871.114	1524.052	1158.348	1389.016
ENSG00000111911	2509.246	1898.21	1196.078	2049.121	1742.163	1779.223	2056.16	2732.352	1778.576	2086.216	2225.433	1544	2204.136	2625.459	1395.006	1499.273	1780.35	1688.011	2324.009	1507	1798.354
ENSG00000111912	1240.001	1179.004	792.001	948.028	1028.015	583	1054.001	1611.311	1131.999	968.063	1150.171	1173	1140.001	1757.111	916.606	985.006	949.001	800.04	917	713.999	943.876
ENSG00000111913	719.068	1232.119	1332.065	590	1181.996	2062.004	1513.961	3935.403	2855.599	659.001	2254.081	2586.514	1860.056	2061.971	1277.039	3215.344	5199.566	2651.428	1576.022	1509.008	1185.905
ENSG00000111961	4180.207	3603.813	2455	3652.097	4115.561	4880.504	3418.193	6589.672	3963.11	3044.024	5424.993	3693.354	3071.41	4748.404	3487.337	3100.231	3866.713	3522.512	3480.316	3399.971	4056.961
ENSG00000111962	7342.857	6122.709	4803.884	6401.769	6987.963	9530.761	7677.247	11553.129	8336.276	6582.923	6825.141	6023.981	5527.845	6829.144	4681.061	6211.201	8550.946	4926.51	5529.337	4463.392	5247.62
ENSG00000111981	1054.407	413.001	177	999.238	223	172	69	312	172	35	113	158	149	96	64	41	39	65	68	62	67
ENSG00000112029	6799.195	6194.268	4634.097	5868.934	4919.798	6134.554	5898.825	8041.2	5795.701	4397.209	5130.247	5498.894	4790.517	4799.824	5062.983	4564.021	5065.076	5548.474	4507.916	4556.993	4798.033
ENSG00000112031	1436.646	2018.61	2372.367	1079.987	1677.672	1919.337	2348.981	2816.892	2244.941	1974.223	1876.268	2371.661	1965.279	2042.022	2856.06	2465.755	2621.546	2555.637	1966.004	2117.667	2360.976
ENSG00000112033	2903.432	3057.246	3028.434	2571	3124.077	2639.819	3462.61	4933.545	3481.183	2901.522	3228.183	3004.293	2278.357	2542.133	1988.04	2618.717	2521.731	2396.692	2088.032	1793.018	2578.559
ENSG00000112038	0	0	0	2	0	0	0	1	2	0	0	2	0	1	0	0	2	4	2	0	0
ENSG00000112039	1733.116	2319.897	1641.685	1404.927	2184.988	2065.071	2319.1	3426.347	2405.566	1637.052	2205.91	2372.038	1924.276	2058.195	1855.009	1591.128	1615.651	2043.165	1448.624	1529.415	2079
ENSG00000112041	314.001	455	255.581	167	166	423	252.158	626.122	612.999	293.998	812.33	329.038	177.099	152.999	106	249.999	273.016	280	180.06	201.001	198.044
ENSG00000112053	35	29	49.999	28	31.999	64	32	43	32.001	12	35.999	35.999	30	23	21	53	38	27	29	19	29
ENSG00000112062	6362.444	6405.319	4694.448	4901.274	5283.156	5166.594	5049.882	7601.65	5532.708	3997.309	5171.655	5026.831	4289.951	4676.906	4192.578	4553.534	4816.507	4375.028	4107.743	3311.005	4371.052
ENSG00000112077	0	3	0	0	0	0	0	0	1	0	1	3	0	2	0	3	0	0	0	0	1
ENSG00000112078	6857.929	8816.19	6404.074	5237.34	7118.529	8866.36	6133.652	9832.82	7729.875	4978.816	6457.284	6760.199	6286.154	5820.931	5079.229	5233.004	5018.091	6444.827	5840.028	5771.031	6706.576
ENSG00000112079	1541	1813.109	2565.083	1299.072	2183.773	1496.397	2977.93	3566.393	2661.758	2453.42	3017.269	2563.027	2170.673	2006.169	1493.18	2561.135	2520.69	1657.51	1679	1110.996	1714.078
ENSG00000112081	34207.667	45270.44	41983.053	27644.533	48413.563	52780.978	48452.296	36382.594	59354.424	39048.324	55220.705	42981.306	34538.011	29279.002	48901.709	43280.42	46829.11	45320.023	46620.079	44687.457	32554.115
ENSG00000112096	8982.102	8931.142	6874.068	7197.162	8119.407	8232.471	9622.56	13028.507	9854.721	8429.517	9001.518	9158.571	8317.306	8291.295	8188.665	7388.976	7893.845	8117.431	8243.636	6704.658	8845.449
ENSG00000112110	3857.028	4313.095	3762	3368.157	4138.736	3785.797	5097.717	6333.334	4340.621	6408.691	3429.151	3684.291	5959.672	4988.453	4945.163	4157.25	4302.085	4811.588	4536.901	4032.375	5307.419
ENSG00000112115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000112118	38029.092	41707.974	41147.717	32222.959	45733.922	41985.261	50552.989	59655.79	45621.421	37124.532	44656.48	44870.282	38088.176	32921.324	42604.856	37235.188	38269.061	40540.5	32133.717	34650.807	40851.829
ENSG00000112130	4701.873	4914.12	4232.502	3828.904	4568.851	4257.577	4820.02	7199.62	4843.141	3808.132	4770.843	4736.583	4018.327	3867.199	3375.264	3833.207	4369.911	4085.023	3163.491	3006.704	3703.303
ENSG00000112137	669.999	532	443	627.082	511	706.005	498.04	970	589.001	519	758.047	561	430	409.04	294	526	668.058	418	266	306	336
ENSG00000112139	210.11	188.007	61	168	109	227.001	62	244	225	78	307	113	178.999	109	27	68	100	92	135.999	130	86
ENSG00000112144	2057.049	2247.034	2093	1697.923	2414.153	2397.552	2219.192	3339.699	2720.779	2435.443	2444.245	2208.02	2426.318	2613.808	2601.438	2297.759	2346.023	2658.087	2637.002	2446.705	2895
ENSG00000112146	1384.527	2327.973	2915.999	1084.535	2368.52	2250.867	3321.389	3367.708	2762.033	2788.64	2483.508	2840.046	1934	2610.999	2971.189	2836.126	3374.409	3048	1906.998	2362.383	2531.491
ENSG00000112149	710.031	1014.201	1235	512.001	799.001	655.076	698.015	1016.177	1049	413.014	581.037	802	741.035	371	597.005	882.079	948.388	943.004	544.001	640.082	681.791
ENSG00000112159	26657.702	27821.472	23029.512	22445.232	24988.104	16765.545	17953.738	27819.122	26207.983	17322.359	13049.192	18243.028	26015.636	17715.195	23005.286	25263.864	20450.369	22599.51	16612.408	17023.964	22695.747
ENSG00000112164	588	505.055	334	379	451	481.01	208	451	440	128	408.017	398	151	121.806	112	264.007	263	149	207	251	248
ENSG00000112167	600.001	587.515	653.999	483.058	542	588.102	620.206	689	641.001	669.253	661.003	576.077	495.009	337.562	410	579.011	683.996	579.529	446	486.096	439
ENSG00000112175	2	0	3	3	5	14	0	2	13	2	11	1	0	4	1	8	8	8	3	2	0
ENSG00000112182	1049.029	1020.03	733.999	867.072	633	505.022	306	882	737.02	273	957.134	697.03	600	925	506	707	636	590.999	435.016	312	468.015
ENSG00000112183	194	229	45	145	43	317	23.001	130	99	182	539.097	53	179	136	74	86	124	122	93	58	131.013
ENSG00000112186	2346.336	2422.151	1821.18	1955	1878.083	2139.256	2073.343	3052.026	1796.314	2301.212	2036.472	1776	2435.063	2013.283	1469.698	2266.974	1926.167	2112.188	1989.428	1645.39	2319.775
ENSG00000112195	32	60	36	29	15	8	10	11	21	1	27	16	6	10	4	16	19	17	3	8	1
