JL	Control_1	Control_2	Control_3
ENSG00000090989	3241.056	5903.674	4046.949	3653.201
ENSG00000091009	2296.691	3652.229	2212.512	2430.805
ENSG00000091010	0	0	5	4
ENSG00000091039	17403.569	14940.917	18972.78	9844.769
ENSG00000091073	552.919	891.595	562.394	568.099
ENSG00000091106	0	0	0	0
ENSG00000091127	731.409	1610.236	1055.999	1618.289
ENSG00000091128	13	6	7	0
ENSG00000091129	279	164.012	215	69
ENSG00000091136	67232.754	46647.537	69206.009	20278.8
ENSG00000091137	23	33	44	25
ENSG00000091138	0	0	0	0
ENSG00000091140	5180.887	8985.563	5466.568	5815.492
ENSG00000091157	1749.694	2439.254	1252	1498.012
ENSG00000091164	5764.263	6822.833	5400.595	4440.137
ENSG00000091181	0	0	0	0
ENSG00000091262	41.969	2.072	4	7
ENSG00000091317	8469.204	11859.076	10355.708	10613.054
ENSG00000091409	999	14866.339	20862.288	8423.225
ENSG00000091428	10	36	22	29
ENSG00000091436	12641.749	16587.812	6464.389	13554.113
ENSG00000091482	0	0	0	0
ENSG00000091483	3269.927	5390.001	4944.233	4327.76
ENSG00000091490	1754.282	2376.043	6717.42	3866.129
ENSG00000091513	19.419	10.055	15	2
ENSG00000091527	15756.54	21507.457	15877.76	16759.791
ENSG00000091536	35.001	44	36	13
ENSG00000091542	4666.705	7523.164	7033.242	5327.9
ENSG00000091583	0	2	4	1
ENSG00000091592	1941.569	4481.848	3825.08	2693.322
ENSG00000091622	132	2162.754	6902.518	375
ENSG00000091640	3355.262	4139.529	4536.004	4129.627
ENSG00000091651	217.001	2166.064	447	1138.685
ENSG00000091656	2776.085	2984.158	1692.21	2259.021
ENSG00000091664	0	0	0	0
ENSG00000091704	2	0	2	0
ENSG00000091732	985.803	1516.003	1055.193	1157.001
ENSG00000091831	402.023	26	13	12
ENSG00000091844	449	177	46	13
ENSG00000091879	1	5	4	0
ENSG00000091947	1165	1308.21	1007	1162
ENSG00000091972	70.049	0	12	68
ENSG00000091986	237466.012	336638.478	312928.626	244775.618
ENSG00000092009	0	0	0	0
ENSG00000092010	5273.326	4124.374	3742.865	4459.279
ENSG00000092020	2256.948	2492.633	2034.126	2052.541
ENSG00000092036	1338.772	1777.112	1144.691	893.48
ENSG00000092051	0	0	0	1
ENSG00000092054	0	0	0	0
ENSG00000092067	0	3	0	0
ENSG00000092068	4745.854	1306.389	1227	857.001
ENSG00000092094	1230.169	1795.182	1494.289	1277
ENSG00000092096	981.002	1592	1804.074	1005.173
ENSG00000092098	1676.91	2828.044	1696.183	1748.757
ENSG00000092108	4300.191	7499.042	6775.178	6178.882
ENSG00000092140	1212.304	3865.602	1564.748	2317.003
ENSG00000092148	12038.366	18201.498	12213.756	12283.688
ENSG00000092199	25572.109	40336.019	24477.757	26827.991
ENSG00000092200	1	0	0	0
ENSG00000092201	10027.471	17755.48	8360.409	10295.9
ENSG00000092203	4812.148	8214.855	5859.21	5837.815
ENSG00000092208	548.348	645.103	383.999	503.191
ENSG00000092295	30	47	183	116
ENSG00000092330	2640.85	3620.892	2833.867	2701.699
ENSG00000092345	0	0	0	0
ENSG00000092377	1	6	0	4
ENSG00000092421	91.011	14	1	72
ENSG00000092439	8247.545	8218.969	7121.525	5775.376
ENSG00000092445	1106.104	2350.071	2391.008	1116.809
ENSG00000092470	497	3637.253	501	1474.563
ENSG00000092529	276.186	550.86	532.352	292.682
ENSG00000092531	6385.015	6317.526	6036.438	5266.621
ENSG00000092607	5789.714	4079.545	1605.607	4221.076
ENSG00000092621	11116.435	12912.278	11678.061	7985.468
ENSG00000092758	19	31	1	4
ENSG00000092820	2304.937	18838.936	16527.662	13483.148
ENSG00000092841	54089.866	107534.135	138796.314	146139.496
ENSG00000092847	3032.187	3624.493	2837.145	2846.171
ENSG00000092850	16	0	3	4
ENSG00000092853	231	3923.294	523	2102.768
ENSG00000092871	1086.672	987	796.162	746.108
ENSG00000092929	55	13	33	12
ENSG00000092931	1850.002	2230.156	2420.999	1973.234
ENSG00000092964	16959.314	15537.94	9409.147	10355.624
ENSG00000092969	548.006	465	647	322.004
ENSG00000092978	971.411	1491.035	1057	1144.492
ENSG00000093000	4212.918	9849.312	4417.061	5847.718
ENSG00000093009	117.005	2496.004	284	864.616
ENSG00000093010	9126.697	11593.387	15783.403	8020.57
ENSG00000093072	144	940	106.041	9
ENSG00000093134	0	0	0	0
ENSG00000093144	5585.963	6775.659	4916.349	4557.011
ENSG00000093167	5258.953	15919.166	13016.501	10454.499
ENSG00000093183	4974.637	6820.638	5921.664	4942.813
ENSG00000093217	446	589.018	307	383.004
ENSG00000094631	2496.164	2884.111	2432.344	2486.738
ENSG00000094661	0	0	0	0
ENSG00000094755	0	0	0	0
ENSG00000094796	0	0	0	0
ENSG00000094804	279	4449.966	622.001	1843.166
ENSG00000094841	760.001	1089	811.999	763.554
ENSG00000094880	2636.055	4480.347	3037.051	2892.062
ENSG00000094914	2315.871	4412.098	2646	2344.039
ENSG00000094916	7545.085	19711.67	9379.798	9489.89
ENSG00000094963	475	1	0	3
ENSG00000094975	2437.324	5194.744	5489.647	3951.181
ENSG00000095002	2075	4539.584	1287.014	2514.377
ENSG00000095015	366	522	797.394	738.435
ENSG00000095059	1580.905	2578.146	2048.541	1858.542
ENSG00000095066	980.996	1392.302	1346.712	1078.063
ENSG00000095110	0	0	0	0
ENSG00000095139	17507.336	35335.611	28266.611	28035.605
ENSG00000095203	15	234	197	103
ENSG00000095209	2459.753	1176.089	518.002	522.029
ENSG00000095261	3730.89	7478.86	4071.943	4717.969
ENSG00000095303	1622.434	13607.046	5257.328	254.003
ENSG00000095319	3478.225	7768.199	4128.14	4352.273
ENSG00000095321	3322.497	5653.033	4738.483	3654.705
ENSG00000095370	24	0	0	0
ENSG00000095380	2041.817	6365.685	4011.019	3296.013
ENSG00000095383	1388.86	12208.618	3877.62	2202.738
ENSG00000095397	492	270	254.013	289.001
ENSG00000095464	0	0	0	0
ENSG00000095485	893.999	1533.112	1136	1086.432
ENSG00000095539	116	97	52	71
ENSG00000095564	4253.348	5743.936	3934.599	4718.687
ENSG00000095574	1183.318	1625	1536.001	1170.05
ENSG00000095585	1	0	2	4
ENSG00000095587	23	26	69	10
ENSG00000095596	1	1	0	0
ENSG00000095627	0	0	0	0
ENSG00000095637	121.999	38	3	171
ENSG00000095713	10	6	0	3
ENSG00000095739	186	528.074	935.63	2276.826
ENSG00000095752	81	930.004	991.609	547.007
ENSG00000095777	0	0	0	3
ENSG00000095787	8409.288	13231.278	9355.458	9226.808
ENSG00000095794	805.998	1187.847	1006.002	699.001
ENSG00000095906	1358.236	2511.01	1787.998	1693.093
ENSG00000095917	0	0	0	0
ENSG00000095932	0	0	0	0
ENSG00000095951	2820.13	2086.155	1338.192	1846.073
ENSG00000095970	0	0	0	0
ENSG00000095981	0	0	0	0
ENSG00000096006	0	0	0	0
ENSG00000096060	790	1186.993	865	784
ENSG00000096063	2650	5994.916	3237.354	3771.512
ENSG00000096070	3301.116	3967.685	2976.428	2824.447
ENSG00000096080	1228.193	2384.918	1183.097	1383.999
ENSG00000096088	0	0	0	0
ENSG00000096092	1162.568	2126.583	1669.246	2011.723
ENSG00000096093	1434.081	2660.408	1903.104	1245.003
ENSG00000096150	7.599	0	0	0
ENSG00000096155	4343.593	5.718	13.598	3002.57
ENSG00000096171	0	0	0	72.128
ENSG00000096264	0	0	0	0
ENSG00000096384	56862.052	68697.969	61639.512	59739.318
ENSG00000096395	0	0	0	0
ENSG00000096401	3417.281	7316.713	3504.048	4051.711
ENSG00000096433	4826.677	8847.18	3210.895	6125.493
ENSG00000096654	553	818.129	350.005	410
ENSG00000096696	2900.084	14620.344	78908.827	12310.151
ENSG00000096717	2464.776	3614.512	2328.025	2537.876
ENSG00000096746	7673.504	17887.985	8894.536	10818.863
ENSG00000096872	948.144	1569.403	720.114	777.103
ENSG00000096968	1151.104	1842.001	1118.102	1099.185
ENSG00000096996	1	5	0	2
ENSG00000097007	10862.889	12487.841	7864.918	8028.886
ENSG00000097021	931.999	5685.723	3093.549	4059.543
ENSG00000097033	11607.545	13619.78	15241.258	11768.49
ENSG00000097046	298	1494	274.904	694.197
ENSG00000097096	455.022	292	368.001	323.044
ENSG00000099139	1141.479	240	318	86
ENSG00000099194	164381.927	10579.182	4724.378	9111.37
ENSG00000099203	1509.963	1405.762	2180.157	1660.917
ENSG00000099204	401.149	2121.001	6470.263	196
ENSG00000099219	1074	1469.236	1522.095	903.001
ENSG00000099246	9620.722	12393.566	12304.586	8889.515
ENSG00000099250	25558.895	38740.921	31767.452	20354.161
ENSG00000099251	201.494	74.557	55.074	38.582
ENSG00000099256	977.409	2748.629	1402	771.115
ENSG00000099260	13	130	49	46
ENSG00000099282	1	0	16	42.006
ENSG00000099284	876.212	1372.247	818.327	1171.973
ENSG00000099290	11889.536	8977.787	5335.312	5176.726
ENSG00000099308	624	1018.001	1030	997
ENSG00000099326	805.001	1257.003	1343	986.131
ENSG00000099330	631.041	705.999	593	306.613
ENSG00000099331	6448.187	16182.372	10502.197	10969.858
ENSG00000099337	598.001	4332.209	10658.119	3810.153
ENSG00000099338	23.001	17.999	60	11
ENSG00000099341	7134.935	13094.785	9557.551	11254.4
ENSG00000099364	1904.245	2516.434	1664	1490.45
ENSG00000099365	180	655.011	1168.001	200
ENSG00000099377	1717.284	3462.658	3840.507	1585.333
ENSG00000099381	2064.143	3157.349	1888.653	1769.999
ENSG00000099385	2723.916	5444.999	3460.681	4053.079
ENSG00000099399	0	0	0	0
ENSG00000099617	0	0	1	0
ENSG00000099622	11300.705	12975.257	18388.786	13906.398
ENSG00000099624	1840.618	2637.206	2254.398	1984.169
ENSG00000099625	347.001	358	313.013	319.999
ENSG00000099715	0	0	0	0
ENSG00000099721	0	0	0	0
ENSG00000099725	828.837	1477.132	1735.831	1839.246
ENSG00000099769	0	0	2	0
ENSG00000099783	11378.863	17838.685	9592.504	13168.135
ENSG00000099785	1173	997.824	1175.024	1206.296
ENSG00000099795	2037.552	3143.359	2856.211	2935.846
ENSG00000099797	3156.315	4313.056	2375.639	2423.412
ENSG00000099800	2670.346	3066.114	2713.891	2461.412
ENSG00000099804	2514.411	3159.634	3162.196	2556.287
ENSG00000099810	1997.199	5640.996	2465.948	3105.224
ENSG00000099812	10	13	4	0
ENSG00000099814	2812.482	7128.58	6465.66	5939.266
ENSG00000099817	6444.296	10708.421	8524.755	8114.314
ENSG00000099821	1371.375	2311.541	2030.852	1323
ENSG00000099822	172	470	752	144
ENSG00000099834	0	0	0	0
ENSG00000099840	73.999	85.999	156.01	99.999
ENSG00000099849	27	322	604.94	155.181
ENSG00000099860	8290.248	10107.626	7548.306	9524.754
ENSG00000099864	1004	3142.212	396	316
ENSG00000099866	29	42	21	18
ENSG00000099875	6983.676	6611.808	6605.643	3692.865
ENSG00000099889	494.083	324.001	297.001	165.001
ENSG00000099899	1957.07	2400.518	2111.081	1745.245
ENSG00000099901	3412.247	11836.313	4936.205	7498.133
ENSG00000099904	2703.387	5705.29	3614.069	2786.877
ENSG00000099910	1926.109	1980.916	1856.549	1167.987
ENSG00000099917	4337.095	9730.538	6822.553	6299.367
ENSG00000099937	0	0	0	1
ENSG00000099940	4071.432	6364.071	4147.582	3751.173
ENSG00000099942	4661.728	6602.785	4404.017	4950.359
ENSG00000099949	4392.613	5977.613	5988.082	4232.764
ENSG00000099953	4690.229	31.835	157	143.285
ENSG00000099954	0	0	0	0
ENSG00000099956	238.881	425.035	193.862	165.957
ENSG00000099957	102.001	136.999	542	85
ENSG00000099960	1	0	4	1
ENSG00000099968	4363.108	6469.017	5128.535	4887.533
ENSG00000099974	0	46.005	30.519	7.988
ENSG00000099977	78.963	126.649	137.742	0
ENSG00000099984	71.716	163.01	27.714	1.189
ENSG00000099985	0	1	0	0
ENSG00000099991	2358.018	5827.795	3040.165	3648.235
ENSG00000099992	1387.732	1574.697	1407.012	1494.327
ENSG00000099994	21	41	1536.142	477.014
ENSG00000099995	6468.187	8076.295	4947.78	5031.183
ENSG00000099998	119	72	5	6
ENSG00000099999	808.273	756.24	949	827
ENSG00000100003	309.989	1466.257	1294.042	803.139
ENSG00000100012	0	0	0	0
ENSG00000100014	4842.501	10064.293	6086.703	6971.785
ENSG00000100023	3100.756	5487.12	3276.665	3404.014
ENSG00000100024	0	1	2	0
ENSG00000100027	131	78	59	63
ENSG00000100028	3062.587	5021.908	3636.76	3110.404
ENSG00000100029	4438.832	6033.057	4136.973	4708.489
ENSG00000100030	12091.597	21602.105	13848.505	14076.34
ENSG00000100031	49.179	14.329	7.22	17.825
ENSG00000100033	3.838	0	2	0
ENSG00000100034	2956.804	6577.281	4615.081	5276.748
ENSG00000100036	423.001	1158.229	781.001	770
ENSG00000100038	1098.497	1500.447	1078.022	1098.373
ENSG00000100053	0	0	0	0
ENSG00000100055	3	4	1	0
ENSG00000100056	1079.015	2058.041	1226.415	1153.075
ENSG00000100058	479.999	1188.999	1229	941.001
ENSG00000100060	0	0	0	1
ENSG00000100065	114	608.059	82	696
ENSG00000100068	101	102.999	87	158
ENSG00000100075	4362.672	5970.106	5568.332	4413.327
ENSG00000100077	124	69	135	25
ENSG00000100078	19	0	0	0
ENSG00000100079	0	0	0	0
ENSG00000100083	2008.369	3290.161	2382.534	2242.689
ENSG00000100084	2633.656	3509.341	2489.651	2478.983
ENSG00000100092	158.208	408.479	165.804	283.744
ENSG00000100095	14	13	49	24
ENSG00000100097	69286.675	105052.872	124239.648	143338.106
ENSG00000100099	2390.449	2464.27	1778.002	1878.946
ENSG00000100100	3015.883	1997.703	4338.693	761.999
ENSG00000100101	0	0	0	0
ENSG00000100104	1276.44	1651	1216.033	1313.835
ENSG00000100105	1146.395	1348.067	825.001	824.001
ENSG00000100106	6569.359	15494.932	7032.42	7583.27
ENSG00000100109	2112.287	3467.581	2188.605	2395.522
ENSG00000100116	509	1021.054	791.999	682.26
ENSG00000100121	0	0	0	0
ENSG00000100122	2	0	0	0
ENSG00000100124	1276.068	2379.649	1641.176	1272.001
ENSG00000100129	28543.184	19056.337	18659.963	15902.096
ENSG00000100138	4912.249	6650.47	6572.562	5895.963
ENSG00000100139	2248.861	6359.161	4229.088	4789.19
ENSG00000100142	2243.776	2353.469	2481.455	2370.907
ENSG00000100146	15	0	0	0
ENSG00000100147	55	215.019	156.002	183
ENSG00000100150	491	1186.26	680.016	699.267
ENSG00000100151	339.001	632.963	634	573.235
ENSG00000100154	5244.53	5296.265	6203.884	3658.035
ENSG00000100156	1	9	3	2
ENSG00000100162	71.999	1253.55	158	473.182
ENSG00000100167	80	30	13	22
ENSG00000100170	1	3	9	0
ENSG00000100181	418.001	1636.035	391	4
ENSG00000100191	0	0	0	0
ENSG00000100196	5599.099	16847.729	16989.56	13720.273
ENSG00000100197	0	0	0	1.345
ENSG00000100201	34807.373	51815.651	45174.916	43486.677
ENSG00000100206	59.001	546	71	170.088
ENSG00000100207	3319.877	3786.926	2372.247	2485.186
ENSG00000100209	854.001	714.999	431.001	533.01
ENSG00000100211	2103.059	2690.175	1574.03	1538.332
ENSG00000100216	3502.08	5382.452	3216.051	4397.553
ENSG00000100218	2	0	0	0
ENSG00000100219	11548.646	15361.856	15398.578	12476.166
ENSG00000100220	5409.713	6049.429	5560.426	5257.737
ENSG00000100221	7101.683	8375.177	6133.941	4981.927
ENSG00000100225	6361.412	10287.747	7011.873	6396.253
ENSG00000100226	2339.59	4296.009	3040.204	2984.576
ENSG00000100227	4760.111	8852.121	6230.057	5607.471
ENSG00000100228	338	535.003	419	309
ENSG00000100234	23008.137	160585.248	123405.001	60504.752
ENSG00000100239	3076.043	4684.051	4582.038	4353.075
ENSG00000100241	6387.367	10652.281	7633.994	6230.99
ENSG00000100242	6509.206	15067.952	9103.285	12081.641
ENSG00000100243	28949.071	83936.747	61960.659	40959.882
ENSG00000100246	1208.162	989.076	725	702.002
ENSG00000100249	0	0	1	0
ENSG00000100253	0	5	4	13
ENSG00000100258	4316.637	12044.424	8873.813	6877.857
ENSG00000100263	1007.231	1069.242	1111.088	824.079
ENSG00000100266	2791	6880.74	4199.977	5491.352
ENSG00000100271	1001	1221	964.38	791.013
ENSG00000100276	0	0	4	1
ENSG00000100280	3240.987	8901.298	5256.279	5532.444
ENSG00000100281	2436.198	5051.33	2541.122	3362.017
ENSG00000100284	5126.779	4160.892	4736.291	3196.016
ENSG00000100285	103	208	116	136
ENSG00000100288	2495.906	2125.31	2151.62	1921.157
ENSG00000100290	0	1	0	0
ENSG00000100292	17716.985	6224.811	8449.279	8004.214
ENSG00000100294	552.001	819.009	523.971	465
ENSG00000100296	2197.42	4820.327	2971.953	2939.886
ENSG00000100297	766	9432.163	1479	3556.284
ENSG00000100298	0	3	4	0
ENSG00000100299	3136.818	4439.301	4681.127	2801.673
ENSG00000100300	5668.631	12524.874	13414.515	14112.473
ENSG00000100302	53	339	202	79
ENSG00000100304	1964.956	3199.655	1938	1886.763
ENSG00000100307	1629.006	2349.029	1501	904.001
ENSG00000100311	26	519.001	41	1
ENSG00000100312	0	1	2	1
ENSG00000100314	8	3	3	8
ENSG00000100316	154043.669	111711.942	105730.706	101674.869
ENSG00000100319	653.121	1012	729	633.281
ENSG00000100320	14168.098	25885.152	17875.08	18872.363
ENSG00000100321	1639.996	1097	1882.443	689.254
ENSG00000100324	1671.018	2443.47	1521.825	1396.328
ENSG00000100325	2714.218	5769.877	2433.216	3240.809
ENSG00000100330	2495.234	4432.106	4238.085	3519.395
ENSG00000100335	2904.656	4423.16	3649.44	3088.544
ENSG00000100336	158	34	7	8
ENSG00000100341	2	6	12	0
ENSG00000100342	960.001	742	63	34
ENSG00000100344	337	1158.011	1604.003	573
ENSG00000100345	73571.13	183471.915	131401.866	186573.055
ENSG00000100346	0	0	1	0
ENSG00000100347	3304.747	4277.74	3238.778	2821.855
ENSG00000100348	4037.348	4606.079	3920.31	3587.733
ENSG00000100350	3071.723	1336.148	400	558.336
ENSG00000100351	0	0	0	0
ENSG00000100353	15378.793	14908.978	11707.367	12351.201
ENSG00000100354	2642.261	2825.451	2104.007	2083.085
ENSG00000100359	2357.416	3221.618	3594.378	2793.825
ENSG00000100360	1411.382	1882.428	1568.089	1311.011
ENSG00000100362	0	0	0	0
ENSG00000100364	14152.255	6156.29	6020.081	4769.962
ENSG00000100365	0	0	0	0
ENSG00000100368	5	286	1547.001	92
ENSG00000100372	1102.005	1994.048	1776.052	1616.927
ENSG00000100373	0	0	0	0
ENSG00000100376	999	807.999	2265.427	1096
ENSG00000100379	1238	2265.007	1366.048	1133.157
ENSG00000100380	29096.012	21135.265	16583.557	14827.533
ENSG00000100385	19	8	7	2
ENSG00000100387	3113.537	3905.204	4380.702	4793.763
ENSG00000100393	5747.575	7345.091	5109.74	5247.251
ENSG00000100395	1857.343	2536.999	1594.021	1716.026
ENSG00000100399	36	33	17	23
ENSG00000100401	3686.449	19646.455	7789.773	9969.125
ENSG00000100403	9387.783	24378.243	11127.484	12781.849
ENSG00000100410	1698.344	2352.727	1311.001	1508.994
ENSG00000100412	4933.599	5864.136	5036.833	5044.283
ENSG00000100413	2660.069	4204.282	4326.538	3416.018
ENSG00000100416	1189.191	2299.623	1751.141	1795
ENSG00000100417	1829.05	4586.683	4200.862	3347.166
ENSG00000100418	2862.893	4209.136	3195.322	3289.226
ENSG00000100422	4705	7982.857	6589.815	5498
ENSG00000100425	2551.225	3293.887	2273.587	2243.067
ENSG00000100426	1574.002	2168.012	1495.012	1962.965
ENSG00000100427	0	1	0	0
ENSG00000100429	963.336	1448.081	1339.761	846.972
ENSG00000100433	0	0	0	0
ENSG00000100439	7804.496	4547.497	4689.332	2051.316
ENSG00000100441	4760.97	7229.566	5053.067	5824.621
ENSG00000100442	3668.995	5960.98	3852.458	3959.274
ENSG00000100445	1416	1695.125	1531	1293.007
ENSG00000100448	0	0	0	0
ENSG00000100450	0	0	0	0
ENSG00000100453	0	0	0	0
ENSG00000100461	3615.528	5851.112	4238.368	3593.214
ENSG00000100462	3001.949	6105.231	4392.654	4293.62
ENSG00000100473	17	3	1	8
ENSG00000100478	390.001	559.665	439.077	429.001
ENSG00000100479	76	972.369	142	367.999
ENSG00000100483	347	729	603.999	562.001
ENSG00000100485	2632.391	4122.336	3585.35	3303.037
ENSG00000100490	1070.077	801.146	313	476
ENSG00000100503	3995.173	10119.997	5755.637	5670.474
ENSG00000100504	5701.016	3288.527	6213.932	2606.381
ENSG00000100505	79.007	1	13	4
ENSG00000100519	4707.306	6477.799	6261.781	5771.411
ENSG00000100522	3221.983	8594.527	5357.068	6674.15
ENSG00000100523	2274	2629.019	2072.142	2153.001
ENSG00000100526	295	3049.327	261	1323.237
ENSG00000100528	9784.69	10418.235	9138.531	7162.58
ENSG00000100532	994.386	862.683	789.001	743.999
ENSG00000100554	4292.762	7731.62	6564.177	6267.84
ENSG00000100557	0	0	0	6
ENSG00000100558	55	594.01	160	498
ENSG00000100564	779.004	652.931	593.006	510
ENSG00000100565	0	0	0	0
ENSG00000100567	4050.322	4594.042	4483.37	4189.397
ENSG00000100568	7145.293	10839.059	10060.547	8015.033
ENSG00000100575	1840.004	1567.21	1062.947	931.91
ENSG00000100577	818.076	600	655.954	567.001
ENSG00000100578	1169.053	3417.091	1413.026	1443.359
ENSG00000100580	1180.126	2379.557	1217.024	1816.132
ENSG00000100583	39	130	17.009	41
ENSG00000100591	5547.938	7272.167	6423.932	5726.533
ENSG00000100592	1395.937	1991.54	2011	1337.538
ENSG00000100593	0	1	0	1
ENSG00000100596	3713.515	10413.009	7195.378	7887.422
ENSG00000100599	2031.169	4069.52	1571.001	1913.766
ENSG00000100600	6264.988	7866.284	9183.52	6825.621
ENSG00000100601	543.019	1028.858	650.033	631.002
ENSG00000100603	5243.246	6541.114	4290.523	4738.142
ENSG00000100604	0	0	0	0
ENSG00000100605	2994.393	5284.169	2455.665	2655.449
ENSG00000100612	3979.555	2481.589	3143.992	1952.241
ENSG00000100614	5349.465	6402.392	5567.452	4689.938
ENSG00000100625	1007.172	1297.002	1163.169	703.001
ENSG00000100626	2622.763	352.02	673	125
ENSG00000100628	12	6	5	93
ENSG00000100629	185.002	1335.398	158.001	337.002
ENSG00000100632	8015.154	10296.244	7846.589	8789.012
ENSG00000100644	53368.558	115144.774	68720.933	62562.318
ENSG00000100647	2127.059	3103.091	2706.208	1959.254
ENSG00000100650	14427.642	18179.311	18720.395	14248.912
ENSG00000100652	0	0	0	0
ENSG00000100664	10634.829	23649.013	19917.802	16893.185
ENSG00000100665	0	0	0	0
ENSG00000100678	0	7	5	0
ENSG00000100697	3512.057	6929.779	5066.011	5009.411
ENSG00000100711	4092.671	4732.293	4649.831	3125.5
ENSG00000100714	4846.163	10798.057	4351.126	6411.199
ENSG00000100721	0	0	0	0
ENSG00000100722	5655.513	8720.539	5838.044	4763.006
ENSG00000100726	1037.001	3724.149	1307.081	1706.001
ENSG00000100731	5658.525	8375.722	7495.056	8866.651
ENSG00000100739	189.243	1145.883	243.552	892.58
ENSG00000100744	1479.14	3015.177	2277.138	2339.342
